# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-06-05 17:13:23 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01103025 ALEWIFE BROOK NEAR ARLINGTON, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01103025
#            TS   parameter     statistic     Description
#         64144       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	64144_00060_00003	64144_00060_00003_cd
USGS	01103025	2016-09-05	3.85	A
USGS	01103025	2016-09-06	4.32	A
USGS	01103025	2016-09-07	3.28	A
USGS	01103025	2016-09-08	3.50	A
USGS	01103025	2016-09-09	3.37	A
USGS	01103025	2016-09-10	3.13	A
USGS	01103025	2016-09-11	3.08	A
USGS	01103025	2016-09-12	2.59	A
USGS	01103025	2016-09-13	2.28	A
USGS	01103025	2016-09-14	3.34	A
USGS	01103025	2016-09-15	3.12	A
USGS	01103025	2016-09-16	3.34	A
USGS	01103025	2016-09-17	2.89	A
USGS	01103025	2016-09-18	2.94	A
USGS	01103025	2016-09-19	4.25	A
USGS	01103025	2016-09-20	4.79	A
USGS	01103025	2016-09-21	3.91	A
USGS	01103025	2016-09-22	3.27	A
USGS	01103025	2016-09-23	3.83	A
USGS	01103025	2016-09-24	6.30	A
USGS	01103025	2016-09-25	4.63	A
USGS	01103025	2016-09-26	3.49	A
USGS	01103025	2016-09-27	3.32	A
USGS	01103025	2016-09-28	4.28	A
USGS	01103025	2016-09-29	3.29	A
USGS	01103025	2016-09-30	2.93	A
USGS	01103025	2016-10-01	8.45	A
USGS	01103025	2016-10-02	7.59	A
USGS	01103025	2016-10-03	5.35	A
USGS	01103025	2016-10-04	3.88	A
USGS	01103025	2016-10-05	3.71	A
USGS	01103025	2016-10-06	3.77	A
USGS	01103025	2016-10-07	2.96	A
USGS	01103025	2016-10-08	3.21	A
USGS	01103025	2016-10-09	9.41	A
USGS	01103025	2016-10-10	17.3	A
USGS	01103025	2016-10-11	7.70	A
USGS	01103025	2016-10-12	4.70	A
USGS	01103025	2016-10-13	3.54	A
USGS	01103025	2016-10-14	3.32	A
USGS	01103025	2016-10-15	2.32	A
USGS	01103025	2016-10-16	2.86	A
USGS	01103025	2016-10-17	2.75	A
USGS	01103025	2016-10-18	2.65	A
USGS	01103025	2016-10-19	2.90	A
USGS	01103025	2016-10-20	2.74	P
USGS	01103025	2016-10-21	10.3	P
USGS	01103025	2016-10-22	32.0	P
USGS	01103025	2016-10-23	16.5	P
USGS	01103025	2016-10-24	8.87	P
USGS	01103025	2016-10-25	6.93	P
USGS	01103025	2016-10-26	5.18	P
USGS	01103025	2016-10-27	5.83	P
USGS	01103025	2016-10-28	17.3	P
USGS	01103025	2016-10-29	12.6	P
USGS	01103025	2016-10-30	8.17	P
USGS	01103025	2016-10-31	7.72	P
USGS	01103025	2016-11-01	6.14	P
USGS	01103025	2016-11-02	5.44	P
USGS	01103025	2016-11-03	5.47	P
USGS	01103025	2016-11-04	5.26	P
USGS	01103025	2016-11-05	4.71	P
USGS	01103025	2016-11-06	4.85	P
USGS	01103025	2016-11-07	3.84	P
USGS	01103025	2016-11-08	4.35	P
USGS	01103025	2016-11-09	4.03	P
USGS	01103025	2016-11-10	4.71	P
USGS	01103025	2016-11-11	4.74	P
USGS	01103025	2016-11-12	3.52	P
USGS	01103025	2016-11-13	3.76	P
USGS	01103025	2016-11-14	2.85	P
USGS	01103025	2016-11-15	10.7	P
USGS	01103025	2016-11-16	21.1	P
USGS	01103025	2016-11-17	11.8	P
USGS	01103025	2016-11-18	8.39	P
USGS	01103025	2016-11-19	6.82	P
USGS	01103025	2016-11-20	5.43	P
USGS	01103025	2016-11-21	4.57	P
USGS	01103025	2016-11-22	3.72	P
USGS	01103025	2016-11-23	3.50	P
USGS	01103025	2016-11-24	4.16	P
USGS	01103025	2016-11-25	4.77	P
USGS	01103025	2016-11-26	4.93	P
USGS	01103025	2016-11-27	4.95	P
USGS	01103025	2016-11-28	4.26	P
USGS	01103025	2016-11-29	5.28	P
USGS	01103025	2016-11-30	9.70	P
USGS	01103025	2016-12-01	28.9	P
USGS	01103025	2016-12-02	17.4	P
USGS	01103025	2016-12-03	11.3	P
USGS	01103025	2016-12-04	8.30	P
USGS	01103025	2016-12-05	7.96	P
USGS	01103025	2016-12-06	6.48	P
USGS	01103025	2016-12-07	7.26	P
USGS	01103025	2016-12-08	7.16	P
USGS	01103025	2016-12-09	6.66	P
USGS	01103025	2016-12-10	5.90	P
USGS	01103025	2016-12-11	5.35	P
USGS	01103025	2016-12-12	8.32	P
USGS	01103025	2016-12-13	8.77	P
USGS	01103025	2016-12-14	6.81	P
USGS	01103025	2016-12-15	6.56	P
USGS	01103025	2016-12-16	5.82	P
USGS	01103025	2016-12-17	6.43	P
USGS	01103025	2016-12-18	9.08	P
USGS	01103025	2016-12-19	11.0	P
USGS	01103025	2016-12-20	8.04	P
USGS	01103025	2016-12-21	6.81	P
USGS	01103025	2016-12-22	5.48	P
USGS	01103025	2016-12-23	5.46	P
USGS	01103025	2016-12-24	8.35	P
USGS	01103025	2016-12-25	9.79	P
USGS	01103025	2016-12-26	7.89	P
USGS	01103025	2016-12-27	7.11	P
USGS	01103025	2016-12-28	7.00	P
USGS	01103025	2016-12-29	12.0	P
USGS	01103025	2016-12-30	24.2	P
USGS	01103025	2016-12-31	15.2	P
